# Ahmed Car Model, slant - angle = 25 degree
# Profiles on plane x=200mm
# Origin of coordinate system:
#      x=0: end of the car, y=0: symmetry plane, z=0: ground plane
#
#  S.Becker/H. Lienhart/C.Stoots
#  Insitute of Fluid Mechanics
#  University Erlangen-Nuremberg
#  Erlangen, Germany
#
#  x[mm]       y[mm]      z[mm]      U[m/s]     V[m/s]     W[m/s]    urms[m/s]  vrms[m/s]  wrms[m/s]  uv[m2/s2]  uw[m2/s2]  uuu[m3/s3] vvv[m3/s3] www[m3/s3] uuv[m3/s3] uuw[m3/s3] uvv[m3/s3] uww[m3/s3]
   200.000   -400.000     28.000     36.500      1.220      0.590      2.116      1.670      1.308      0.561     -0.994     -4.404     -0.695      0.738     -0.610      1.140     -1.040     -0.864
   200.000   -400.000     38.000     38.590      1.410      0.700      1.666      1.340      1.063      0.446     -0.595     -3.169     -1.010      0.550     -0.633      0.793     -0.823     -0.664
   200.000   -400.000     58.000     40.750      1.860      0.870      0.659      0.652      0.563      0.033     -0.078     -0.420     -0.232      0.188     -0.126      0.158     -0.116     -0.136
   200.000   -400.000     78.000     40.940      1.740      0.910      0.407      0.453      0.347     -0.021      0.004     -0.004     -0.011     -0.001     -0.020     -0.001     -0.004     -0.003
   200.000   -400.000     98.000     40.970      1.820      1.120      0.377      0.444      0.286     -0.021      0.000     -0.003     -0.010     -0.004     -0.023     -0.004     -0.003     -0.002
   200.000   -400.000    118.000     41.000      2.120      1.220      0.368      0.417      0.290     -0.018      0.000     -0.007     -0.014     -0.006     -0.023     -0.003     -0.003     -0.003
   200.000   -400.000    138.000     41.010      2.390      1.220      0.371      0.407      0.287     -0.018      0.002     -0.026     -0.021     -0.002     -0.019     -0.002     -0.002     -0.001
   200.000   -400.000    158.000     41.010      2.370      1.220      0.364      0.416      0.281     -0.018      0.001     -0.009     -0.018     -0.004     -0.019     -0.003     -0.004     -0.003
   200.000   -400.000    178.000     41.020      2.770      1.320      0.364      0.376      0.264     -0.019      0.002     -0.004     -0.023     -0.005     -0.018     -0.003     -0.002     -0.001
   200.000   -400.000    198.000     41.030      2.480      1.260      0.356      0.391      0.263     -0.018     -0.001     -0.010     -0.022     -0.006     -0.018     -0.005     -0.003     -0.002
   200.000   -400.000    218.000     41.040      2.380      1.130      0.358      0.418      0.267     -0.008      0.001     -0.009     -0.018     -0.012     -0.025     -0.006     -0.004     -0.004
   200.000   -400.000    238.000     41.050      2.360      1.120      0.359      0.400      0.274     -0.013      0.005     -0.007     -0.019     -0.010     -0.024     -0.004     -0.004     -0.003
   200.000   -400.000    258.000     41.010      2.620      0.890      0.352      0.407      0.265     -0.016      0.001     -0.009     -0.023     -0.012     -0.026     -0.005     -0.001     -0.003
   200.000   -400.000    278.000     41.010      2.760      0.800      0.351      0.383      0.248     -0.018      0.001     -0.005     -0.025     -0.009     -0.021     -0.005     -0.002     -0.002
   200.000   -400.000    298.000     41.020      2.860      0.600      0.353      0.387      0.266     -0.020     -0.002     -0.006     -0.021     -0.010     -0.023     -0.004     -0.002     -0.001
   200.000   -400.000    318.000     41.030      3.240      0.510      0.358      0.382      0.266     -0.024      0.002     -0.012     -0.023     -0.011     -0.019     -0.006      0.000     -0.003
   200.000   -400.000    338.000     41.010      2.930      0.410      0.353      0.381      0.271     -0.022     -0.002     -0.008     -0.022     -0.011     -0.023     -0.004      0.002     -0.003
   200.000   -400.000    358.000     41.000      2.730      0.280      0.353      0.389      0.260     -0.023      0.000     -0.008     -0.024     -0.009     -0.023     -0.005      0.000     -0.001
   200.000   -400.000    378.000     41.020      2.450      0.160      0.347      0.371      0.261     -0.026     -0.002     -0.003     -0.022     -0.010     -0.032     -0.005      0.000     -0.002
   200.000   -400.000    398.000     41.030      2.540      0.080      0.354      0.378      0.259     -0.027     -0.002     -0.010     -0.028     -0.008     -0.037     -0.003      0.004     -0.002
   200.000   -400.000    418.000     41.030      2.470      0.060      0.344      0.391      0.262     -0.033     -0.001     -0.006     -0.027     -0.009     -0.031     -0.004      0.006     -0.001
   200.000   -400.000    438.000     41.030      2.500      0.010      0.347      0.383      0.267     -0.030      0.000     -0.005     -0.032     -0.009     -0.036     -0.004      0.006     -0.002
   200.000   -400.000    488.000     41.040      2.140     -0.060      0.343      0.544      0.267     -0.092      0.001     -0.005     -0.079     -0.008     -0.017     -0.005      0.027     -0.001
   200.000   -400.000    538.000     41.050      1.720     -0.210      0.346      0.377      0.268     -0.013     -0.001     -0.002     -0.012     -0.008     -0.014     -0.004     -0.005     -0.001
   200.000   -350.000     28.000     32.850      1.150      1.180      2.593      2.470      1.652      1.100     -1.536     -4.353     -5.910      0.796     -1.040      1.204     -0.852     -1.060
   200.000   -350.000     38.000     35.000      1.510      1.410      2.274      2.180      1.475      1.240     -1.114     -4.877     -6.430      0.844     -2.730      1.123     -3.490     -1.033
   200.000   -350.000     58.000     38.440      2.260      1.600      1.662      1.310      1.118      0.464     -0.657     -3.395     -3.090      0.747     -1.880      0.946     -1.960     -0.844
   200.000   -350.000     78.000     40.560      2.470      1.530      0.766      0.674      0.669      0.036     -0.126     -0.677     -0.600      0.307     -0.247      0.260     -0.209     -0.223
   200.000   -350.000     98.000     40.900      2.300      1.370      0.451      0.504      0.403     -0.010     -0.006     -0.008     -0.112      0.024     -0.046      0.020      0.017     -0.004
   200.000   -350.000    118.000     40.950      2.250      1.170      0.402      0.462      0.338      0.000      0.003     -0.002     -0.079      0.008     -0.024     -0.001     -0.004     -0.001
   200.000   -350.000    138.000     40.980      2.720      0.990      0.379      0.422      0.298     -0.011      0.001     -0.006     -0.041     -0.005     -0.017     -0.002      0.000     -0.004
   200.000   -350.000    158.000     41.000      2.910      0.920      0.367      0.386      0.284     -0.007      0.002     -0.005     -0.023     -0.008     -0.019     -0.005     -0.005     -0.003
   200.000   -350.000    178.000     41.030      2.800      0.880      0.366      0.396      0.274     -0.007      0.001     -0.009     -0.025      0.003     -0.015     -0.001     -0.002     -0.010
   200.000   -350.000    198.000     41.050      2.630      0.780      0.356      0.383      0.277     -0.011      0.003     -0.007     -0.021     -0.010     -0.015     -0.005     -0.004     -0.002
   200.000   -350.000    218.000     41.050      2.640      0.620      0.356      0.380      0.267     -0.015      0.002     -0.002     -0.022     -0.010     -0.014     -0.005     -0.005     -0.002
