# Ahmed Car Model, slant - angle = 25 degree
# Profiles on plane x=0mm
# Origin of coordinate system:
#      x=0: end of the car, y=0: symmetry plane, z=0: ground plane
#
#  S.Becker/H. Lienhart/C.Stoots
#  Insitute of Fluid Mechanics
#  University Erlangen-Nuremberg
#  Erlangen, Germany
#
#  x[mm]       y[mm]      z[mm]      U[m/s]     V[m/s]     W[m/s]    urms[m/s]  vrms[m/s]  wrms[m/s]  uv[m2/s2]  uw[m2/s2]  uuu[m3/s3] vvv[m3/s3] www[m3/s3] uuv[m3/s3] uuw[m3/s3] uvv[m3/s3] uww[m3/s3]
     0.000   -250.000     28.000     31.820     -1.250      0.270      3.470      3.517      2.729      1.205     -2.612     -4.146     -1.142      1.832     -1.845      1.934     -1.215     -1.520
     0.000   -250.000     38.000     33.890     -0.880      0.760      3.462      3.554      2.685      0.988     -2.814     -7.543     -1.935      5.360     -2.699      1.314     -1.558     -3.210
     0.000   -250.000     58.000     36.870      1.990      1.300      3.511      3.138      2.555      1.455     -3.183    -24.908     -8.583      8.844     -3.010      5.915     -5.984     -7.305
     0.000   -250.000     78.000     39.810      2.460      1.490      2.820      2.367      2.339      0.577     -2.168    -29.085     -4.448      9.261     -2.748      9.071     -7.323     -8.971
     0.000   -250.000     98.000     41.760      2.320      1.640      1.593      1.584      1.710      0.110     -0.649     -6.110     -0.671      5.872     -0.479      3.063     -2.846     -2.772
     0.000   -250.000    118.000     42.320      1.990      1.870      0.908      0.984      1.042     -0.005     -0.148     -0.430     -0.043      2.352     -0.246      0.765     -0.520     -0.473
     0.000   -250.000    138.000     42.450      1.720      2.130      0.585      0.651      0.596     -0.064     -0.017     -0.002     -0.035      0.394     -0.135      0.097      0.043      0.038
     0.000   -250.000    158.000     42.530      2.090      2.260      0.486      0.512      0.431     -0.082     -0.009     -0.051     -0.068      0.051     -0.158      0.022      0.060     -0.017
     0.000   -250.000    178.000     42.550      2.180      2.460      0.455      0.456      0.343     -0.076     -0.001     -0.127     -0.055     -0.012     -0.129     -0.023      0.054     -0.004
     0.000   -250.000    198.000     42.530      2.310      2.920      0.438      0.437      0.297     -0.062     -0.001     -0.037     -0.049     -0.011     -0.104     -0.008      0.039     -0.003
     0.000   -250.000    218.000     42.470      2.880      3.340      0.441      0.428      0.283     -0.060     -0.003     -0.041     -0.058     -0.006     -0.101     -0.007      0.048     -0.002
     0.000   -250.000    238.000     42.370      3.770      3.820      0.426      0.437      0.313     -0.059     -0.002     -0.042     -0.053     -0.008     -0.104     -0.010      0.046     -0.002
     0.000   -250.000    258.000     42.270      4.920      3.860      0.428      0.403      0.293     -0.059     -0.001     -0.032     -0.061     -0.009     -0.087     -0.008      0.047     -0.003
