# Ahmed Car Model, slant - angle = 25 degree
# Profiles on plane x=80mm
# Origin of coordinate system:
#      x=0: end of the car, y=0: symmetry plane, z=0: ground plane
#
#  S.Becker/H. Lienhart/C.Stoots
#  Insitute of Fluid Mechanics
#  University Erlangen-Nuremberg
#  Erlangen, Germany
#
#  x[mm]       y[mm]      z[mm]      U[m/s]     V[m/s]     W[m/s]    urms[m/s]  vrms[m/s]  wrms[m/s]  uv[m2/s2]  uw[m2/s2]  uuu[m3/s3] vvv[m3/s3] www[m3/s3] uuv[m3/s3] uuw[m3/s3] uvv[m3/s3] uww[m3/s3]
    80.000   -400.000     28.000     37.800      1.300      0.497      2.020      1.560      1.270      0.387     -0.952     -3.880     -0.690      0.767     -0.447      1.070     -0.671     -0.793
    80.000   -400.000     38.000     39.700      1.490      0.565      1.580      1.260      1.020      0.253     -0.570     -3.280     -0.567      0.556     -0.495      0.915     -0.684     -0.727
    80.000   -400.000     58.000     41.500      1.810      0.739      0.552      0.594      0.486     -0.017     -0.049     -0.211     -0.147      0.118     -0.100      0.097     -0.085     -0.094
    80.000   -400.000     78.000     41.600      1.790      0.786      0.383      0.432      0.310     -0.037      0.003     -0.011     -0.020     -0.009     -0.025     -0.001      0.001     -0.002
    80.000   -400.000     98.000     41.600      1.890      1.020      0.370      0.439      0.299     -0.037     -0.002     -0.019     -0.018     -0.007     -0.026     -0.006      0.002     -0.003
    80.000   -400.000    118.000     41.600      2.040      1.310      0.357      0.402      0.290     -0.034      0.000     -0.018     -0.024     -0.004     -0.021     -0.005      0.002     -0.002
    80.000   -400.000    138.000     41.600      2.290      1.360      0.352      0.406      0.281     -0.032      0.001     -0.018     -0.030     -0.006     -0.027     -0.004     -0.001     -0.002
    80.000   -400.000    158.000     41.600      2.330      1.200      0.358      0.394      0.290     -0.033      0.002     -0.024     -0.028     -0.005     -0.028     -0.006      0.001     -0.002
    80.000   -400.000    178.000     41.600      2.670      1.260      0.357      0.388      0.280     -0.028     -0.001     -0.018     -0.033     -0.006     -0.031     -0.006      0.000     -0.002
    80.000   -400.000    198.000     41.500      2.350      1.220      0.346      0.429      0.266     -0.035      0.000     -0.014     -0.036     -0.003     -0.026     -0.005      0.001     -0.002
    80.000   -400.000    218.000     41.500      2.020      1.250      0.343      0.422      0.259     -0.031      0.001     -0.017     -0.023     -0.005     -0.029     -0.005     -0.001     -0.002
    80.000   -400.000    238.000     41.500      2.340      1.130      0.349      0.393      0.264     -0.024      0.000     -0.020     -0.030     -0.006     -0.029     -0.005      0.000     -0.002
    80.000   -400.000    258.000     41.500      2.600      0.915      0.346      0.393      0.260     -0.031      0.001     -0.016     -0.032     -0.009     -0.024     -0.005      0.002     -0.002
    80.000   -400.000    278.000     41.500      2.720      0.862      0.342      0.385      0.251     -0.030      0.000     -0.014     -0.032     -0.009     -0.025     -0.004      0.001     -0.002
    80.000   -400.000    298.000     41.500      2.940      0.682      0.345      0.375      0.268     -0.022     -0.001     -0.015     -0.025     -0.010     -0.023     -0.006     -0.001     -0.003
    80.000   -400.000    318.000     41.500      2.890      0.655      0.344      0.385      0.257     -0.021     -0.001     -0.014     -0.029     -0.011     -0.025     -0.004     -0.002     -0.001
    80.000   -400.000    338.000     41.400      2.990      0.589      0.342      0.388      0.253     -0.020     -0.001     -0.014     -0.027     -0.010     -0.026     -0.004     -0.001     -0.002
    80.000   -400.000    358.000     41.400      2.860      0.510      0.345      0.377      0.257     -0.020     -0.001     -0.011     -0.029     -0.009     -0.021     -0.006     -0.001     -0.002
    80.000   -400.000    378.000     41.400      2.700      0.349      0.346      0.374      0.265     -0.023     -0.002     -0.013     -0.031     -0.009     -0.019     -0.005     -0.003     -0.002
    80.000   -400.000    398.000     41.400      2.620      0.203      0.341      0.387      0.268     -0.015     -0.003     -0.011     -0.028     -0.007     -0.021     -0.006     -0.002     -0.001
    80.000   -400.000    418.000     41.400      2.580      0.106      0.338      0.375      0.265     -0.017     -0.002     -0.009     -0.030     -0.008     -0.017     -0.005     -0.002     -0.003
    80.000   -400.000    438.000     41.300      2.590      0.027      0.342      0.379      0.261     -0.015     -0.002     -0.013     -0.030     -0.010     -0.024     -0.005     -0.004     -0.003
    80.000   -400.000    488.000     41.300      2.340     -0.102      0.340      0.365      0.262      0.003     -0.001     -0.007     -0.014     -0.009     -0.021     -0.005     -0.008     -0.001
    80.000   -400.000    538.000     41.300      1.850     -0.270      0.340      0.363      0.268     -0.001     -0.002     -0.012     -0.010     -0.008     -0.020     -0.005     -0.009     -0.001
    80.000   -350.000     28.000     34.900      1.160      1.110      2.590      2.410      1.610      0.888     -1.460     -6.540     -3.680      1.080     -0.356      1.660     -4.380     -1.510
    80.000   -350.000     38.000     36.900      1.620      1.350      2.260      1.980      1.430      1.020     -1.150     -6.890     -4.410      1.020     -2.690      1.790     -3.120     -1.530
